序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
1825,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,11,臺中市,霧峰區,0,1,0,7,1,6,30,3,1,1,5,4,6,6,4,4,10,5,5,1,16,14,3,10,3,1,B03,7,6,1,8,2,2,,14,14,1,6,4,B03,120.676474,24.075731,2
1826,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,13,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,12,26,,,,,B03,,,1,,2,,,26,,1,12,4,B03,120.685058,24.121825,3
1827,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,13,臺中市,北屯區,0,0,0,8,,,80,,,,,,,,,,,,,,12,1,,,,,A12,,,1,,2,,,1,,1,13,4,A12,120.71898,24.163401,3
1828,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,13,臺中市,北屯區,0,2,0,7,3,9,50,4,1,1,5,4,6,6,2,1,10,5,5,2,17,4,2,9,6,1,F01,7,11,7,21,2,12,,4,4,1,4,4,F01,120.672675,24.181044,2
1829,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,19,臺中市,西屯區,0,1,0,7,3,6,30,13,9,1,5,4,6,6,4,4,10,5,5,2,13,84,3,10,3,4,B03,7,9,1,8,2,1,,84,84,1,13,4,B03,120.637125,24.16838,2
1830,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,25,臺中市,北屯區,0,2,0,7,1,6,50,3,4,1,5,4,6,6,2,1,10,4,5,2,13,58,2,7,1,1,C03,7,9,1,10,2,11,,58,58,1,12,4,C03,120.702831,24.16489,2
1831,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,30,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,85,,,,,C03,,,1,,10,,,85,,1,13,4,C03,120.711271,24.152865,3
1832,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,30,臺中市,神岡區,0,2,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,4,4,2,17,84,2,9,3,1,B03,7,9,1,8,2,1,,84,84,1,6,4,B03,120.69466,24.253906,2
1833,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,32,臺中市,西屯區,0,1,0,7,1,6,50,13,9,1,5,4,5,6,4,4,1,4,5,2,17,20,3,10,3,1,B03,7,6,1,8,2,5,,20,20,1,12,4,B03,120.644673,24.162186,2
1834,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,34,臺中市,北屯區,0,0,0,8,,,80,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,1,,,7,,1,13,4,B03,120.71853,24.163375,3
1835,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,36,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,16,20,,,,,B03,,,1,,2,,,20,,1,13,4,B03,120.676414,24.113891,3
1836,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,38,臺中市,北區,0,1,0,7,2,6,50,5,1,1,5,4,6,6,1,1,2,4,5,2,12,39,3,10,3,1,B03,7,9,1,8,2,2,,39,39,1,12,4,B03,120.686118,24.154775,2
1837,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,41,臺中市,梧棲區,0,0,0,7,,,30,,,,,,,,,,,,,,11,8,,,,,B03,,,1,,1,,,8,,1,6,4,B03,120.528156,24.252197,3
1838,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,44,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,13,4,B03,120.648038,24.150885,3
1839,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,45,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,12,4,B03,120.689699,24.1328,3
1840,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,49,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,,1,,,,,A02,,,1,,2,,,1,,1,6,4,A02,120.7052,24.087646,3
1841,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,51,臺中市,北屯區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,34,3,10,1,1,C03,7,6,1,10,2,12,,34,34,1,12,4,C03,120.666275,24.186069,2
1842,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,52,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,78,,,,,B03,,,1,,2,,,78,78,1,12,4,B03,120.557878,24.234518,3
1843,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,55,臺中市,西區,0,1,0,7,2,6,40,13,12,1,5,4,6,6,4,4,5,5,4,2,17,76,3,10,3,1,B03,7,13,1,8,2,4,,76,76,1,13,4,B03,120.665272,24.132128,2
1844,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,55,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,12,8,,,,,B03,,,1,,1,,,8,,1,13,4,B03,120.685188,24.178673,3
1845,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,18,55,臺中市,龍井區,0,2,0,7,1,6,70,13,12,1,5,4,6,6,4,4,1,4,4,1,13,59,2,9,1,1,C03,7,9,1,10,2,11,,59,6,1,6,4,C03,120.53865,24.203718,2
1846,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,1,臺中市,北屯區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,11,2,9,1,1,C03,7,6,1,10,2,11,,11,11,1,12,4,C03,120.723428,24.171081,2
1847,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,6,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.64798,24.167905,3
1848,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,8,臺中市,大甲區,0,0,0,8,1,6,40,12,2,1,5,4,6,6,1,1,9,4,5,1,13,82,3,10,3,1,B03,7,3,1,8,1,1,,82,82,1,13,4,B03,120.632983,24.340478,3
1849,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,9,臺中市,后里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,1,,,7,,1,12,4,B03,,,3
1850,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,10,臺中市,豐原區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,1,1,4,5,4,2,17,11,3,10,3,1,B03,7,6,1,8,2,5,,11,11,1,6,4,B03,120.715844,24.254652,2
1851,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,11,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,84,,,,,B01,,,1,,2,,,84,,1,13,4,B01,120.638314,24.175153,3
1852,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,20,臺中市,北屯區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,17,36,2,7,1,1,C03,7,15,5,19,2,14,,36,36,1,13,4,C03,120.698098,24.182946,2
1853,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,21,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,13,4,B03,,,3
1854,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,28,臺中市,西屯區,0,0,0,7,,,70,,,,,,,,,,,,,,23,84,,,,,B02,,,1,,2,,,84,,1,13,4,B02,120.624383,24.178531,3
1855,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,30,臺中市,后里區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,4,4,4,4,5,2,3,6,3,10,1,1,C03,7,9,1,10,2,11,,6,6,1,12,4,C03,120.710902,24.308875,2
1856,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,34,臺中市,西區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,1,5,5,2,16,11,3,10,5,4,B03,7,6,1,8,2,2,,11,11,1,12,4,B03,120.66744,24.141887,2
1857,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,34,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,14,49,,,,,B12,,,1,,1,,,49,,1,12,4,B12,120.634059,24.1628,3
1858,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,39,臺中市,霧峰區,0,1,0,7,1,6,60,13,9,1,5,4,6,6,4,4,1,4,5,1,17,51,3,10,2,1,C03,7,1,3,19,2,11,,51,51,1,6,4,C03,120.696747,24.069345,2
1859,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,42,臺中市,太平區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,4,4,5,2,4,1,16,14,3,10,1,1,C03,7,6,1,10,2,13,,14,14,1,12,4,C03,120.72138,24.149196,2
1860,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,47,臺中市,太平區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,1,1,5,5,5,2,13,59,2,7,2,1,C03,7,9,1,10,2,11,,59,59,1,12,4,C03,120.705496,24.148753,2
1861,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,19,57,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,12,59,,,,,B03,,,1,,1,,,59,,1,13,4,B03,120.685304,24.163468,3
1862,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,5,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,48,,,,,C03,,,1,,1,,,48,,1,13,4,C03,120.61728,24.183966,3
1863,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,9,臺中市,西區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,11,3,10,3,1,B03,7,6,1,8,2,2,,11,11,1,13,4,B03,120.65714,24.157107,2
1864,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,10,臺中市,烏日區,0,3,0,7,1,6,50,3,1,1,5,4,6,6,4,4,5,5,5,2,17,84,2,8,1,1,C03,5,9,1,10,2,14,,84,84,1,12,4,C03,120.624949,24.107022,2
1865,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,24,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,B03,,,1,,1,,,7,,1,13,4,B03,120.669308,24.173399,3
1866,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,30,臺中市,大雅區,0,2,0,7,1,6,50,13,7,1,5,4,6,6,4,4,5,5,4,1,12,40,2,9,1,1,C03,7,8,1,10,2,13,,40,40,1,13,4,C03,120.642567,24.21993,2
1867,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,30,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,51,,,,,B03,,,1,,2,,,51,,1,13,4,B03,120.705441,24.21542,3
1868,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,38,臺中市,大肚區,0,1,0,7,1,6,50,5,1,1,5,4,6,6,2,1,10,5,5,2,16,11,3,10,5,4,A31,7,6,1,1,2,15,,11,11,1,13,4,A31,120.572392,24.15585,2
1869,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,44,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,13,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.685635,24.180746,3
1870,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,44,臺中市,大里區,0,0,0,8,,,70,,,,,,,,,,,,,,16,40,,,,,B03,,,1,,2,,,40,,1,12,4,B03,120.664036,24.082528,3
1871,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,45,臺中市,西屯區,0,1,0,7,1,6,40,4,1,1,5,4,6,6,1,1,10,5,5,2,17,48,3,10,1,1,C03,7,6,1,10,2,13,,48,48,1,13,4,C03,120.66297,24.164693,2
1872,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,46,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,50,,,,,C03,,,1,,1,,,87,50,1,13,4,C03,120.675449,24.143945,3
1873,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,48,臺中市,和平區,0,1,0,7,3,6,30,11,9,1,5,4,6,6,4,4,10,5,5,1,26,84,,,,,,,,,,,,,118,84,1,,,,121.244633,24.249433,2
1874,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,20,52,臺中市,東區,0,2,0,7,1,6,50,13,8,1,5,4,6,6,4,4,1,4,4,2,13,61,2,6,1,2,C03,7,9,1,10,2,11,,61,61,1,12,4,C03,120.692122,24.147963,2
1875,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,10,臺中市,沙鹿區,0,0,0,7,,,40,,,,,,,,,,,,,,,59,,,,,B03,,,1,,9,,,59,,1,6,4,B03,120.562294,24.246063,3
1876,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,13,臺中市,西屯區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,17,85,3,10,5,4,B12,7,7,1,2,2,16,,85,85,1,12,4,B12,120.622556,24.192262,2
1877,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,21,臺中市,大里區,0,1,0,7,1,6,50,4,2,1,5,4,6,6,2,1,5,4,4,1,16,11,3,10,5,4,B03,7,5,1,8,2,2,,11,11,1,13,4,B03,120.674383,24.114919,2
1878,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,21,臺中市,清水區,0,0,0,7,,,60,,,,,,,,,,,,,,,40,,,,,B03,,,1,,2,,,40,,1,12,4,B03,120.549115,24.281433,3
1879,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,27,臺中市,北屯區,0,1,0,7,1,6,50,3,1,1,5,4,6,6,3,1,10,5,5,2,16,24,3,10,3,1,B03,7,6,1,8,2,4,,24,24,1,13,4,B03,120.733346,24.170261,2
1880,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,29,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,17,59,,,,,B02,,,1,,1,,,59,59,1,5,4,B02,120.647567,24.18361,3
1881,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,32,臺中市,西屯區,0,1,0,7,1,6,50,3,4,1,5,4,6,6,1,1,5,4,4,2,13,84,3,10,3,4,B03,7,9,1,8,1,1,,84,84,1,13,4,B03,120.650673,24.175868,2
1882,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,33,臺中市,西區,0,1,0,7,1,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,13,2,9,1,1,C03,7,9,5,19,2,14,,13,13,1,12,4,C03,120.655118,24.138428,2
1883,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,34,臺中市,北屯區,0,1,0,7,1,6,50,3,2,1,5,4,6,6,1,1,1,4,4,2,13,7,3,10,3,1,B03,7,9,1,8,2,5,,7,7,1,12,4,B03,120.66658,24.181238,2
1884,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,41,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,40,,,,,B03,,,1,,2,,,87,40,1,12,4,B03,120.653495,24.122737,3
1885,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,51,臺中市,大雅區,0,2,0,6,1,6,30,4,1,1,5,4,6,6,3,1,10,5,5,1,15,20,2,7,1,1,C03,7,9,1,10,2,14,,20,20,1,12,4,C03,120.662708,24.220267,2
1886,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,52,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,84,,,,,B01,,,1,,2,,,84,,1,13,4,B01,120.635923,24.181695,3
1887,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,21,58,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,8,,,,,B03,,,1,,2,,,8,,1,13,4,B03,120.635368,24.148463,3
1888,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,22,3,臺中市,中區,0,0,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,12,40,,,,,B03,,,1,,1,,,40,,1,13,4,B03,120.684564,24.138095,3
1889,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,22,7,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,13,7,,,,,C03,,,1,,1,,,7,,1,13,4,C03,120.685443,24.171936,3
1890,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,22,14,臺中市,沙鹿區,0,2,0,7,1,6,50,13,9,1,5,4,6,6,4,4,5,5,5,2,17,45,2,8,2,1,C03,7,11,1,10,1,13,,45,45,1,6,2,C03,120.579994,24.214161,2
1891,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,22,16,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,12,4,B03,120.65024,24.111753,3
1892,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,22,21,臺中市,南屯區,0,1,0,7,1,6,50,4,4,1,5,4,6,6,2,1,1,4,5,2,17,59,3,10,3,1,B03,7,9,1,8,2,15,,59,59,1,12,4,B03,120.646818,24.143669,2
1893,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,22,48,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,2,,,7,,1,13,4,C03,120.690246,24.175183,3
1894,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,22,49,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,13,4,B03,120.622185,24.174168,3
1895,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,22,56,臺中市,西區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,13,59,3,10,3,1,B03,7,9,1,8,2,1,,59,59,1,12,4,B03,120.673528,24.147753,2
1896,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,22,56,臺中市,太平區,0,1,0,7,1,6,50,13,14,1,5,4,6,6,3,1,5,5,5,1,27,53,2,8,5,4,B03,7,9,1,8,8,5,,53,53,1,13,4,B03,120.723159,24.142083,2
1897,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,23,5,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,6,,,,,C03,,,1,,2,,,6,,1,13,4,C03,120.645163,24.177922,3
1898,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,23,7,臺中市,豐原區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,2,1,1,3,4,1,16,38,2,9,1,1,C03,7,6,1,10,2,12,,38,38,1,13,4,C03,120.711326,24.239402,2
1899,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,23,13,臺中市,北屯區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,28,84,2,9,2,1,C03,7,9,1,10,2,11,,84,84,1,13,4,C03,120.742738,24.160933,2
1900,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,23,16,臺中市,北區,0,0,0,7,1,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,14,49,3,10,3,1,B12,7,2,1,8,1,3,,49,49,1,12,4,B12,120.67357,24.165675,3
1901,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,23,28,臺中市,北屯區,0,2,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,42,3,10,5,4,B03,7,15,1,8,2,4,,42,42,1,12,4,B03,120.699484,24.16401,2
1902,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,23,35,臺中市,南區,0,0,0,8,,,40,,,,,,,,,,,,,,,78,,,,,B03,,,1,8,2,,,78,78,1,12,5,B03,120.68397,24.130308,3
1903,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,23,40,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,17,50,,,,,B03,,,1,,2,,,50,,1,13,4,B03,120.654594,24.164761,3
1904,66000,387130000C,(04)23274275,(04)23288582,2023,7,5,23,40,臺中市,神岡區,0,0,0,6,,,50,,,,,,,,,,,,,,9,5,,,,,B03,,,1,,2,,,5,,1,6,4,B03,120.679498,24.239876,3
1905,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,0,7,臺中市,西屯區,0,3,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,5,1,2,13,59,2,9,2,1,C03,7,9,1,10,2,11,,59,59,1,13,4,C03,120.591421,24.183796,2
1906,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,0,16,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,14,49,,,,,A11,,,1,,2,,,49,,1,13,4,A11,120.711657,24.26206,3
1907,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,0,23,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,9,23,,,,,B01,,,1,,2,,,23,,1,12,4,B01,120.626156,24.108746,3
1908,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,1,37,臺中市,梧棲區,0,1,0,7,1,6,40,13,8,1,5,4,6,6,4,4,1,5,1,1,28,84,2,9,5,4,C03,7,9,1,10,2,11,,84,84,1,12,4,C03,120.540009,24.258241,2
1909,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,2,12,臺中市,烏日區,0,1,0,7,1,6,80,13,7,1,5,4,6,6,4,4,1,4,4,1,13,7,3,10,3,1,B03,7,9,1,8,2,5,,7,7,1,12,4,B03,120.611341,24.100208,2
1910,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,4,25,臺中市,西屯區,0,1,0,7,1,6,50,4,19,1,5,4,6,6,2,1,5,4,5,2,9,109,2,9,6,5,H01,8,20,7,21,8,17,,109,109,1,13,5,H01,120.642535,24.164224,2
1911,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,4,32,臺中市,大里區,0,0,0,7,1,6,50,5,1,1,5,4,6,6,1,1,5,2,5,1,16,48,,,,,B03,,,1,,2,,,48,,1,13,4,B03,120.689855,24.11301,3
1912,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,4,54,臺中市,北區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,14,2,9,1,1,C03,7,6,3,19,2,11,,14,14,1,13,4,C03,120.681207,24.147812,2
1913,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,6,36,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,91,,,,,B12,,,1,,9,,,91,91,2,13,4,B12,120.648882,24.287848,3
1914,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,6,41,臺中市,西區,0,1,0,7,3,6,60,4,1,1,5,4,6,6,2,1,10,5,5,2,16,23,3,10,3,1,B03,7,6,5,8,1,6,,23,23,1,6,4,B03,120.659496,24.15695,2
1915,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,6,47,臺中市,南區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,13,4,B03,120.655457,24.115199,3
1916,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,4,臺中市,大雅區,0,1,0,7,1,6,50,11,9,1,5,4,6,6,1,1,5,5,5,1,17,8,3,10,3,1,B03,7,9,3,19,2,2,,8,8,1,13,4,B03,120.65533,24.237274,2
1917,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,5,臺中市,西屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,12,4,B03,120.649796,24.162755,3
1918,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,7,臺中市,西區,0,0,0,7,,,50,,,,,,,,,,,,,,,15,,,,,C03,,,1,,2,,,15,15,1,12,4,C03,120.680763,24.136441,3
1919,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,10,臺中市,神岡區,0,0,0,7,,,50,,,,,,,,,,,,,,13,59,,,,,A31,,,1,,9,,,59,59,2,12,4,A31,120.674137,24.282223,3
1920,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,11,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,13,59,,,,,B03,,,1,,2,,,59,,1,13,4,B03,120.650658,24.120233,3
1921,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,12,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,8,,,,,B12,,,1,,2,,,8,,1,12,4,B12,120.715487,24.141604,3
1922,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,19,臺中市,南屯區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,12,65,3,10,1,1,C03,7,7,3,19,2,12,,65,65,1,12,4,C03,120.646536,24.134684,2
1923,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,20,臺中市,南屯區,0,0,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,2,12,40,,,,,B03,,,1,,1,,,40,,1,12,4,B03,120.613599,24.139002,3
1924,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,20,臺中市,太平區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,5,4,5,2,15,21,3,10,1,1,F03,7,9,7,21,2,11,,21,21,1,12,4,F03,120.705007,24.159455,2
1925,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,26,臺中市,西區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,14,2,9,2,1,C03,7,6,1,10,2,13,,14,14,1,12,4,C03,120.654015,24.153545,2
1926,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,30,臺中市,南區,0,3,0,7,3,6,50,13,8,1,5,4,6,6,4,4,1,4,4,2,13,87,2,9,1,1,C03,7,14,1,8,2,11,13,87,87,1,12,4,C03,120.654217,24.11488,2
1927,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,30,臺中市,大里區,0,1,0,7,2,6,50,8,8,1,5,4,6,6,4,4,1,4,4,2,17,7,2,7,1,1,C03,7,9,1,10,2,15,,7,7,1,12,4,C03,120.679455,24.117335,2
1928,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,31,臺中市,大甲區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,30,119,,,,,,,,,,,,,119,119,1,,,,120.624022,24.346811,2
1929,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,32,臺中市,外埔區,0,4,0,7,3,6,50,3,1,1,5,4,6,1,4,4,5,5,5,1,16,12,2,9,2,1,C03,7,5,1,10,2,14,,12,12,1,6,4,C03,120.641741,24.34112,2
1930,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,37,臺中市,霧峰區,0,2,0,7,2,6,40,13,8,1,5,4,6,6,4,4,1,4,4,1,13,7,2,9,2,1,C03,7,9,5,10,2,11,,7,7,1,13,4,C03,120.664139,24.075889,2
1931,66000,387130000C,(04)23274275,(04)23288582,2023,7,6,7,42,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,16,14,,,,,B03,,,1,,2,,,14,,1,12,4,B03,120.686101,24.181523,3
